"entity_id","state","last_changed"
"sensor.dishwasher_power_minute_average","6.29279703299204","2024-12-01T10:12:29.286340+00:00"
"sensor.dishwasher_power_minute_average","6.28980939843681","2024-12-01T10:14:29.319364+00:00"
"sensor.dishwasher_power_minute_average","6.44238631725311","2024-12-01T10:16:29.330271+00:00"
"sensor.dishwasher_power_minute_average","6.35492082436879","2024-12-01T10:18:29.352271+00:00"
"sensor.dishwasher_power_minute_average","6.31115508079529","2024-12-01T10:20:29.281818+00:00"
"sensor.dishwasher_power_minute_average","6.47681034406026","2024-12-01T10:22:29.342543+00:00"
"sensor.dishwasher_power_minute_average","6.68552688757579","2024-12-01T10:24:29.311304+00:00"
"sensor.dishwasher_power_minute_average","6.68867502212524","2024-12-01T10:26:29.260759+00:00"
"sensor.dishwasher_power_minute_average","6.68266985416412","2024-12-01T10:28:29.310746+00:00"
"sensor.dishwasher_power_minute_average","6.7036524772644","2024-12-01T10:30:29.284312+00:00"
"sensor.dishwasher_power_minute_average","6.65815496444702","2024-12-01T10:32:29.434975+00:00"
"sensor.dishwasher_power_minute_average","6.6536785364151","2024-12-01T10:34:29.567515+00:00"
"sensor.dishwasher_power_minute_average","6.708642633756","2024-12-01T10:36:29.296900+00:00"
"sensor.dishwasher_power_minute_average","6.65473530292511","2024-12-01T10:38:29.320245+00:00"
"sensor.dishwasher_power_minute_average","6.69710675875346","2024-12-01T10:40:29.315373+00:00"
"sensor.dishwasher_power_minute_average","6.65681204001109","2024-12-01T10:42:29.342395+00:00"
"sensor.dishwasher_power_minute_average","6.70950849850973","2024-12-01T10:44:29.324571+00:00"
"sensor.dishwasher_power_minute_average","6.66881748040517","2024-12-01T10:46:29.317957+00:00"
"sensor.dishwasher_power_minute_average","6.64414604504903","2024-12-01T10:47:29.284418+00:00"
"sensor.dishwasher_power_minute_average","6.65822835763296","2024-12-01T10:49:29.294191+00:00"
"sensor.dishwasher_power_minute_average","6.65032494862874","2024-12-01T10:51:29.283786+00:00"
"sensor.dishwasher_power_minute_average","6.6627560933431","2024-12-01T10:53:29.334736+00:00"
"sensor.dishwasher_power_minute_average","6.67978831926982","2024-12-01T10:55:29.288616+00:00"
"sensor.dishwasher_power_minute_average","6.69155163764954","2024-12-01T10:57:29.378518+00:00"
"sensor.dishwasher_power_minute_average","6.71143851280212","2024-12-01T10:59:29.325155+00:00"
"sensor.dishwasher_power_minute_average","6.65309884548187","2024-12-01T11:01:29.263009+00:00"
"sensor.dishwasher_power_minute_average","6.67078420321147","2024-12-01T11:03:29.279849+00:00"
"sensor.dishwasher_power_minute_average","6.640398701032","2024-12-01T11:05:29.263645+00:00"
"sensor.dishwasher_power_minute_average","6.68090373675029","2024-12-01T11:07:29.308980+00:00"
